address,latitude,longitude
"55, Allée Cavalière 74120 Megève France",45.8597,6.61612
"14, Rue Henault 76130 Mont-Saint-Aignan France",49.4567,1.09227
"31, Avenue Jean Médecin 06000 Nice France",43.702,7.2669
"16, Rue de la République 69002 Lyon France",45.7644,4.83555
"100, Boulevard Sadi Carnot 06110 Le Cannet France",43.5673,7.01595
"2, Rue Marius et Ary Leblond   Réunion",-21.0094,55.2702
"6, Allée du Donjon 93160 Noisy-le-Grand France",48.8317,2.55525
"49, Rue de Maubeuge 75009 Paris France",48.8792,2.34717
"21, Boulevard de l'Épervière 49000 Écouflant France",47.5066,-0.504824
"72, Rue Saint-Pallais 17100 Saintes France",45.7451,-0.620015
"5, Place du Minage 17800 Pons France",45.5804,-0.547566
"21, Rue Pierre Loti 17200 Royan France",45.6265,-1.03113
"17, Rue Madame de Sévigné 08000 Charleville-Mézières France",49.7712,4.71742
"112, Avenue de la République 75011 Paris France",48.8632,2.38462
"106, Rue de Montreuil 94300 Vincennes France",48.8514,2.43481
"34, Rue de l'Amiral Mouchez 75013 Paris France",48.824,2.34139
"10, Rue Raymond Poincaré 54000 Nancy France",48.6909,6.17439
"50, Rue Chanzy 28000 Chartres France",48.439,1.48499
"10, Boulevard Malesherbes 75008 Paris France",48.8715,2.32284
"29, Rue Léon Gaumont 44700 Orvault France",47.2609,-1.64988
"16, Rue Jean XXIII 26400 Crest France",44.7304,5.02992
"8, Rue de Bezons 92400 Courbevoie France",48.8929,2.25328
"6, Avenue Victor Hugo 13160 Châteaurenard France",43.8828,4.85382
"9, Chemin des Dames 30200 Bagnols-sur-Cèze France",44.1603,4.62025
"16, Rue du Président Wilson 13200 Arles France",43.676,4.626
"46, Rue Cardinet 75017 Paris France",48.8826,2.30619
"27, Avenue du Port 13230 Port-Saint-Louis-du-Rhône France",43.3888,4.80235
"58, Cours Hyacinthe Bellon 13990 Fontvieille France",43.7269,4.71127
"1043, Avenue de Croupillac 30100 Alès France",44.1305,4.10651
"5151, Avenue du Golf 34670 Baillargues France",43.6524,4.00615
"10, Rue Jean Perrin 17000 La Rochelle France",46.1404,-1.15882
"6, Boulevard Denis Papin 91130 Ris-Orangis France",48.6456,2.41123
"14, Rue Henri le Châtelier 66100 Perpignan France",42.691,2.90349
"2, Rue d'Uzès 75002 Paris France",48.8705,2.34551
"6, Rue Anne Gacon 13016 Marseille France",43.3647,5.33464
"12, Rue Principale 67870 Bischoffsheim France",48.4877,7.49539
"43, Boulevard Charles de Gaulle 92700 Colombes France",48.9106,2.23379
"4, Avenue du Marechal Foch 95100 Argenteuil France",48.9466,2.25666
"61, Grande Rue 10240 Nogent-sur-Aube France",48.4937,4.31
"71, Rue de Paris 94220 Charenton-le-Pont France",48.821,2.41406
"11, Avenue de Chavailles 33520 Bruges France",44.8747,-0.579237
"21, Rue Clément Marot 75008 Paris France",48.8682,2.3022
"1, Bvd des Noyers Pompons 89100 Sens France",48.1994,3.31934
"20, Rue Port des Fossés 77130 Montereau-Fault-Yonne France",48.3884,2.95227
"62, Rue de la Cressonnière 31270 Cugnaux France",43.5321,1.35631
"18, Chemin de la Briqueterie 33610 Canéjan France",44.7775,-0.663057
"11, Allée des Camélias 44500 La Baule-Escoublac France",47.2859,-2.39079
"14, Rue de la Félicité 75017 Paris France",48.8868,2.31018
"20, Rue de la République 06500 Menton France",43.7753,7.50229
"289, Rue du Luxembourg 83500 La Seyne-sur-Mer France",43.1124,5.85133
"29, Place du Jeu de Battoir 80230 Saint-Valery-sur-Somme France",50.1879,1.62943
"65, Rue des Cèdres 82000 Montauban France",44.0044,1.39834
"18, Avenue de Joinville 94340 Joinville-le-Pont France",48.8116,2.46601
"8, Boulevard du Zénith 44800 Saint-Herblain France",47.2331,-1.62763
"15, Rue Prosper Ferradou 31700 Blagnac France",43.6346,1.3967
"2, Rue des Frères Lumière 44650 Legé France",46.8938,-1.60097
"22, Route d'Espagne 31100 Toulouse France",43.5777,1.42359
"115, Rue Rivay 92300 Levallois-Perret France",48.9003,2.28469
"268, Avenue de la Couronne des Prés 78680 Épône France",48.961,1.82332
"418, Rue du Mas de Verchant 34000 Montpellier France",43.6194,3.91304
"2, Rue Jean Rostand 91400 Orsay France",48.7103,2.17557
"37, Chemin de la Vieille Usine  L'Eperon Réunion",-21.045,55.2556
"7, Place Blonay 01800 Meximieux France",45.9049,5.1906
"1, Rue Mozart 59229 Téteghem France",51.0321,2.42272
"9, Rue de l'Abbaye 62500 Saint-Omer France",50.7503,2.26323
"10, Allée de la Connaissance 77127 Lieusaint France",48.6209,2.53812
"135, Boulevard Pereire 75017 Paris France",48.884,2.29615
"7, Allée des Synagots 35830 Betton France",48.1843,-1.66057
"3, Square du Roule 75008 Paris France",48.8765,2.29954
"6, Rue Jean Goujon 75008 Paris France",48.8667,2.30936
"11, Boulevard Gambetta 11100 Narbonne France",43.1827,3.00729
"3, Rue de l'Industrie 38160 Saint-Marcellin France",45.1368,5.32252
"1, Allée des Nymphéas 31240 L'Union France",43.6555,1.47652
"6, Rue de Saint-Brice 51100 Reims France",49.2569,4.01972
"18, Rue du Rhône 67100 Strasbourg France",48.5498,7.73706
"28, Rue de Solférino 92100 Boulogne-Billancourt France",48.8302,2.24464
"28, Rue d'Amiens 60200 Compiègne France",49.4228,2.82111
"301, Rue Clément Ader 27930 Évreux France",49.0149,1.18296
"10, Rue de Sotteville 76100 Rouen France",49.4251,1.08828
"22, Rue du Gén de Gaulle 27340 Pont-de-l'Arche France",49.3042,1.15229
"17b, Rue de la Presse 42000 Saint-Étienne France",45.4568,4.3981
"44, Route de Brach 33480 Sainte-Hélène France",44.9688,-0.886386
"3, Rue Auguste Bartholdi 78420 Carrières-sur-Seine France",48.9105,2.16811
"4B, Rue des Frères Fâché 59580 Aniche France",50.3352,3.23969
"21, Rue Andromède 74650 Chavanod France",45.8983,6.08327
"4, Villa Beausoleil 10000 Troyes France",48.3091,4.05224
"14B, Rue Torricelli 75017 Paris France",48.8807,2.292
"381, Boulevard du Président Wilson 33200 Bordeaux France",44.8529,-0.594407
"12, Avenue de Lingenfeld 77200 Torcy France",48.8491,2.65056
"3, Rue Pajol 77000 Melun France",48.5477,2.65229
"6, Boulevard Montmartre 75009 Paris France",48.8718,2.34261
"1, Place Massena 06000 Nice France",43.6974,7.26959
"2, Rue des Fauvettes 94350 Villiers-sur-Marne France",48.8259,2.54253
"28, Rue du Général Lemaire 55100 Verdun France",49.1666,5.39442
"5, Rue de l'Atlas 75019 Paris France",48.8745,2.37569
"27, Avenue de l'Opéra 75001 Paris France",48.8668,2.33363
"2, Rue de Stockholm 13127 Vitrolles France",43.4346,5.24128
"745, Boulevard des Ventadouiro 13300 Salon-de-Provence France",43.6269,5.09658
"140b, Rue de Rennes 75006 Paris France",48.8456,2.32502
"8, Rue des Frères Lumière 44119 Treillières France",47.2801,-1.58692
"72, Rue de Champigny 94430 Chennevières-sur-Marne France",48.7957,2.52562
"209, Route de Bellet 06200 Nice France",43.7045,7.22461
"193, D572 50400 Granville France",48.8218,-1.57151
"138, Avenue Victor Hugo 75116 Paris France",48.8674,2.27957
"28, Rue de Sarliève 63800 Cournon-d'Auvergne France",45.7403,3.16263
"7, Rue Jean Monnet 67201 Eckbolsheim France",48.588,7.6871
"180, Rue des Entrepreneurs 04100 Manosque France",43.822,5.79386
"10, Rue des Moines 67500 Haguenau France",48.821,7.78691
"4, Rue de Phalsbourg 67260 Sarre-Union France",48.9389,7.08723
"26, Rue du Général Gallieni 67600 Sélestat France",48.2574,7.44982
"28 bis, Rue Jean Moulin 93470 Coubron France",48.9088,2.58077
"126, Boulevard Haussmann 75008 Paris France",48.8752,2.31763
"3, Avenue d'Albigny 74000 Annecy France",45.9031,6.13417
"638, Avenue de la Libération 13160 Châteaurenard France",43.8849,4.86427
"429, Rue de l'Industrie 34000 Montpellier France",43.5869,3.88363
"5, Avenue de la Gare 67150 Erstein France",48.4207,7.65646
"10, Avenue de la Croix Rouge 84000 Avignon France",43.934,4.8257
"28, Rue des Vignes de Bachelard 74140 Douvaine France",46.31,6.3087
"52, Avenue Roger Salengro 94500 Champigny-sur-Marne France",48.8187,2.48941
"228, Rue Francis de Pressensé 69100 Villeurbanne France",45.7706,4.88865
"22, Rue Carnot 95230 Soisy-sous-Montmorency France",48.9879,2.29831
"1, Avenue Pierre Pflimlin 68390 Sausheim France",47.7791,7.38099
"11, Avenue du Docteur Victor Robini 06200 Nice France",43.6827,7.20074
"10, Rue Reyer 31200 Toulouse France",43.6209,1.42698
"26, Rue de Soultz 68000 Colmar France",48.0726,7.34403
"32, Rue de la Vrière 44240 La Chapelle-sur-Erdre France",47.2826,-1.55269
"19, Rue Marcel Dassault 44980 Sainte-Luce-sur-Loire France",47.2724,-1.47083
"252, Avenue du Mont Ventoux 84450 Jonquerettes France",43.9526,4.94039
"4, Boulevard de France 77380 Combs-la-Ville France",48.6478,2.55911
"201, Route de Labarthe 31860 Villate France",43.46,1.37746
"58, Boulevard Marcel Pagnol 06130 Grasse France",43.6442,6.94698
"3, Centre d'Affaire la Tannerie 57072 Saint-Julien-lès-Metz France",49.1274,6.19493
"7, Rue Albert 1er 36000 Châteauroux France",46.8113,1.69804
"54, Allée d'Azur 83600 Fréjus France",43.453,6.75256
"226, Rue Georges Besse 30000 Nîmes France",43.8202,4.36699
"8, Rue du Nord 58400 La Charité-sur-Loire France",47.1783,3.01936
"10, Rue Saint-Barthélémy 77000 Melun France",48.5406,2.65736
"199, Rue Helene Boucher 34170 Castelnau-le-Lez France",43.6232,3.91321
"173, Route du Général de Gaulle 67800 Schiltigheim France",48.6132,7.7328
"6, Boulevard Roger Salengro 38100 Grenoble France",45.1754,5.71118
"3, Rue des Tiredous 64000 Pau France",43.33,-0.358986
"13, Rue de l'Ouvrage À Cornes 17000 La Rochelle France",46.1552,-1.14534
"9, Rue du Gros Caillou 75007 Paris France",48.8572,2.30283
"50, Rue Barthelemy Danjou 92100 Boulogne-Billancourt France",48.8319,2.24883
"14, Rue de l'Aqueduc 75010 Paris France",48.8804,2.35989
"25, Rue des Filles du Calvaire 75003 Paris France",48.8631,2.36629
"8, Rue de Nantes 75019 Paris France",48.8914,2.38319
"2, Rue de Paris 97400 Saint-Denis Réunion",-20.8794,55.4478
"59, Boulevard Hippol Mege Mouries 83300 Draguignan France",43.534,6.459
"91 bis, Rue Emile Fontanier 78320 Le Mesnil-Saint-Denis France",48.7444,1.94762
"4, Place Etienne Chevallier 77000 Melun France",48.5358,2.6587
"29, Rue de la Prairie 78120 Rambouillet France",48.6441,1.83379
"10, Place de la Joliette 13002 Marseille France",43.3057,5.36595
"77, Rue Jean Jaurès 92300 Levallois-Perret France",48.8933,2.29448
"7, Allée du Pérou 38610 Gières France",45.1909,5.77938
"8, Rue Madeleine Brès 25000 Besançon France",47.2428,5.98086
"2, Avenue du 1er Mai 91120 Palaiseau France",48.7137,2.25734
"152, Grande Rue de Saint Clair 69300 Caluire-et-Cuire France",45.7908,4.85967
"11, Rue Boudreau 75009 Paris France",48.8721,2.3286
"26, Rue Cambacérès 75008 Paris France",48.8738,2.31806
"97, Boulevard Charles de Gaulle 92700 Colombes France",48.9129,2.23067
"3, Rue Marconi 57070 Metz France",49.1012,6.21533
"6, Rue Francis Meilland 49000 Angers France",47.4508,-0.549199
"12, Place de la République 56000 Vannes France",47.6567,-2.76052
"50, Rue Tudelle 45100 Orléans France",47.893,1.90062
"30, Avenue de Garossos 31700 Beauzelle France",43.6698,1.36749
"88, Avenue Maréchal Foch 77590 Bois-le-Roi France",48.4695,2.70622
"221, Avenue Louis Barthou 33200 Bordeaux France",44.8524,-0.618441
"32, Avenue du Général de Gaulle 33950 Lège-Cap-Ferret France",44.7447,-1.18109
"10, Rue des Grands Prés 03100 Montluçon France",46.3364,2.60097
"30, Rue du Lieutenant Lecomte 78510 Triel-sur-Seine France",48.9773,2.01214
"164, Rue Blomet 75015 Paris France",48.8376,2.29409
"15, Rue du Parc 67205 Oberhausbergen France",48.6018,7.68224
"2, Rue Jean Jaurès 78100 Saint-Germain-en-Laye France",48.8939,2.08492
"3, Rue Cavallotti 75018 Paris France",48.886,2.32851
"7, Rue Hégésippe Moreau 75018 Paris France",48.887,2.32719
"9, Rue de la Baie   Réunion",-21.0097,55.2681
"2, Rue de Paris 95270 Chaumontel France",49.1272,2.42932
"18, Boulevard Lafayette 34400 Lunel France",43.6764,4.13236
"10, Rue des Fusiliers Marins 59140 Dunkerque France",51.0325,2.37207
"82, Rue de la Victoire 75009 Paris France",48.8752,2.33181
"13, Place Alphonse Fiquet 80000 Amiens France",49.891,2.30624
"95, Avenue du Bord des Eaux 62110 Hénin-Beaumont France",50.4135,2.96959
"16, Rue Lapeyrere 64300 Orthez France",43.4882,-0.770691
"7, Route de l'Aurière 85500 Les Herbiers France",46.856,-1.04779
"591, Avenue Saint-Just 77000 Vaux-le-Pénil France",48.5344,2.68466
"20, Avenue du Maréchal Juin 11000 Carcassonne France",43.212,2.37311
"19, Les Piverts 78170 La Celle-Saint-Cloud France",48.8522,2.15334
"2, Rue du Suffrage Universel 77185 Lognes France",48.8377,2.63135
"88, Rue de Rivoli 75004 Paris France",48.8583,2.34934
"26, Boulevard des Dames 13002 Marseille France",43.3022,5.37257
"4, Chemin de la Ponsarde 13700 Marignane France",43.4105,5.2138
"167, Route de Beaugé 72000 Le Mans France",48.0119,0.153958
"30, Allée du Moulin Féret 50400 Yquelon France",48.8375,-1.55594
"13, Rue André Ducatez 26200 Montélimar France",44.5578,4.74462
"31, Avenue Mozart 77410 Charny France",48.9754,2.76016
"116, Rue des Pyrénées 75020 Paris France",48.8576,2.40434
"29, Rue Nassau  Pointe-à-Pitre Guadeloupe",16.2395,-61.5376
"6, Rue de L Abattoir  Le Lamentin Martinique",14.6167,-61.0029
"104, 6ème Avenue 93290 Tremblay-en-France France",48.9649,2.57562
"440, Rue James Watt 66100 Perpignan France",42.6646,2.91124
"10, Rue Roger Bacon 75017 Paris France",48.8826,2.28976
"2, Avenue Jean Rieux 31400 Toulouse France",43.5976,1.45795
"2, Rue Pasteur 78600 Le Mesnil-le-Roi France",48.9365,2.12462
"79, Rue Gambetta 92500 Rueil-Malmaison France",48.8811,2.1956
"72, Boulevard de Strasbourg 31000 Toulouse France",43.6104,1.4442
"619, Rue Favre de Saint-Castor 34080 Montpellier France",43.6194,3.82375
"25, Rue Mickael Gorbatchev   Réunion",-21.2787,55.5181
"31, Rue des Acacias 88190 Golbey France",48.1942,6.44804
"12, Rue Gilbert Romme 63000 Clermont-Ferrand France",45.7676,3.10144
"195, Rue Lavoisier 77240 Cesson France",48.551,2.60121
"34, Rue Maurice Trintignant 66000 Perpignan France",42.699,2.93867
"19, Rue du Rocher 75008 Paris France",48.8763,2.3223
"19, Rue Alphonse Daudet 66600 Rivesaltes France",42.763,2.87048
"20, Rue Louis Bertillon 34500 Béziers France",43.3428,3.23149
"43, Rue du Rocher 75008 Paris France",48.8778,2.32028
"6, Rue Pierre Gilles de Gennes 76130 Mont-Saint-Aignan France",49.4743,1.08958
"22, Rue Robert 13007 Marseille France",43.2904,5.36746
"117, Rue de la Vallée 59178 Millonfosse France",50.4374,3.37583
"17, Rue Bayard 38000 Grenoble France",45.1912,5.73291
"6, Avenue Gavignot 95230 Soisy-sous-Montmorency France",48.9818,2.3002
"31, Rue Neuve 78490 Les Mesnuls France",48.7556,1.83799
"1, Rue René Blanc 74100 Annemasse France",46.1937,6.2363
"9, Quai de Rive Neuve 13001 Marseille France",43.2935,5.37223
"151, Avenue du Golf 34670 Baillargues France",43.6517,4.00494
"119, Avenue du Général Leclerc 92340 Bourg-la-Reine France",48.7779,2.3151
"130, Boulevard Voltaire 75011 Paris France",48.8574,2.38034
"63, Rue d'Hyères 83140 Six-Fours-les-Plages France",43.1107,5.84569
"4, Rue du Blé 67370 Stutzheim-Offenheim France",48.6272,7.62958
"23, Rue de l'Étuve 25200 Montbéliard France",47.5119,6.79922
"6, Faubourg de Besançon 90000 Belfort France",47.6273,6.85783
"45, Boulevard Vincent Auriol 75013 Paris France",48.8354,2.36998
"6, Impasse de Tromelin   Réunion",-20.9628,55.3318
"25, Rue Jacques Decour 92150 Suresnes France",48.8753,2.22212
"22, Rue Alphonse de Neuville 75017 Paris France",48.8866,2.30194
"327, Boulevard Michelet 13009 Marseille France",43.258,5.39991
"17, Rue Louis Guérin 69100 Villeurbanne France",45.7783,4.86083
"5, Avenue du Général de Gaulle 94160 Saint-Mandé France",48.8457,2.41782
"31, Rue Francis Davso 13001 Marseille France",43.2934,5.37746
"1, Rue du Carpont 29600 Saint-Martin-des-Champs France",48.5773,-3.85087
"19, Rue de l'Université 93160 Noisy-le-Grand France",48.8372,2.55265
"22, Rue Jean Jaurès 59282 Douchy-les-Mines France",50.3033,3.38573
"100, Rue Pierre Duhem 13290 Aix-en-Provence France",43.4789,5.37352
"9, Rue Marie Thérèse Chalon 84200 Carpentras France",44.0538,5.04063
"26, Rue Sainte-Félicite 75015 Paris France",48.839,2.30402
"207, Boulevard Georges Clemenceau 13300 Salon-de-Provence France",43.6413,5.09202
"1, Traverse des Dominicaines 13100 Aix-en-Provence France",43.5333,5.45509
"2, Square Sainte-Clotilde 92210 Saint-Cloud France",48.8449,2.22028
"13, Avenue du 4ème Régiment d'Infanterie 89000 Auxerre France",47.8009,3.55752
"25, Avenue Michel de Toro 89170 Saint-Fargeau France",47.6459,3.06054
"1, Rue des Prés 89200 Avallon France",47.4924,3.91057
"106, Rue Georges Pompidou 89700 Tonnerre France",47.8525,3.98405
"52, Rue d'Emerainville 77183 Croissy-Beaubourg France",48.8275,2.64321
"130, Cours Emile Zola 69100 Villeurbanne France",45.77,4.87581
"1, Boulevard Victor Hugo 13150 Tarascon France",43.803,4.6583
"6 bis, Rue des Verts Prés 59700 Marcq-en-Barœul France",50.6587,3.08422
"3, Rond-Point de Cahuzac 32200 Gimont France",43.6316,0.866317
"151, Chemin Alphonse Lavallée 83210 La Farlède France",43.1498,6.03731
"2, Rue Jean-Pierre Pedrazzini 66000 Perpignan France",42.7,2.93561
"14, Rue Chauffour 33000 Bordeaux France",44.84,-0.589839
"271, Chaussée Jules César 95250 Beauchamp France",49.0145,2.17878
"3, Avenue de Mouliero 13770 Venelles France",43.5927,5.48062
"1, Rue Fontaine l'Épine 25500 Morteau France",47.0595,6.61186
"14, Rue Frédéric Japy 25200 Montbéliard France",47.5026,6.8189
"3, Rue de la Bonnerie 45150 Jargeau France",47.8655,2.11093
",  45170 Neuville-aux-Bois France",48.0692,2.05373
"62, Rue d'Ypres 59270 Bailleul France",50.7414,2.73861
"7, Allée Grp N Bourbaki 63170 Aubière France",45.7572,3.13004
"36, Rue Salignat 03200 Vichy France",46.1243,3.42605
"122, Chemin Lagourgue   Réunion",-20.9558,55.6531
"138, Rue d'Aboukir 75002 Paris France",48.8692,2.35214
"53, Rue de Melun 77240 Seine-Port France",48.5575,2.55437
",    Réunion",-21.2795,55.4749
"138, Route Nationale 3   Réunion",-21.0891,55.6873
"62, Rue Ampère 75017 Paris France",48.8855,2.29991
"5, Clos Perault 91200 Athis-Mons France",48.7118,2.39696
"219, Rue de Fayet 02100 Saint-Quentin France",49.8553,3.27007
"86, Boulevard Gambetta 02700 Tergnier France",49.653,3.28878
"51, Avenue des Alliés 25200 Montbéliard France",47.5136,6.79845
"5, Allée Isabeau 93400 Saint-Ouen France",48.91,2.34367
"11, Rue Denis Papin 25000 Besançon France",47.2435,5.98939
"12, Rue Notre Dame 91450 Soisy-sur-Seine France",48.646,2.45211
"5, Rue Jasmin 75016 Paris France",48.8523,2.26756
"27, Rue du Faubourg Madeleine 45000 Orléans France",47.901,1.89075
"6, Rue du 8 Mai 62920 Oblinghem France",50.5492,2.59865
"115, Rue Claude Nicolas Ledoux 13290 Aix-en-Provence France",43.4834,5.38271
"2, Rue Sainte-Catherine 68100 Mulhouse France",47.7426,7.3392
",  68800 Vieux-Thann France",47.8058,7.11958
"104, Avenue Albert 1er 92500 Rueil-Malmaison France",48.8865,2.17111
"59, Rue du Mûrier 37540 Saint-Cyr-sur-Loire France",47.4268,0.661636
"1, Rue Branly 95190 Goussainville France",49.0324,2.46554
",  82000 Montauban France",44.0221,1.35296
"23, Cours des Carmes 33210 Langon France",44.5547,-0.24502
"1, Rue d'Amiens 60000 Beauvais France",49.4371,2.08733
"27, Allée Gambetta 93340 Le Raincy France",48.8953,2.51167
"18, Grande Rue 91490 Milly-la-Forêt France",48.4031,2.46768
"5, Impasse de l'Aubépine 57245 Peltre France",49.0712,6.23146
"42, Avenue de Longchamp 57500 Saint-Avold France",49.1204,6.71077
"17, Rue des Émeraudes 69006 Lyon France",45.7696,4.86112
"310, Traverse de la Bourgade 13400 Aubagne France",43.2821,5.52286
"21, Avenue Michel Crépeau 17000 La Rochelle France",46.1536,-1.15383
"9, Croisée des Lys 68300 Saint-Louis France",47.5866,7.56308
"162, Rue du Ladhof 68000 Colmar France",48.0968,7.37688
"380, Rue Clément Ader 27000 Le Vieil-Évreux France",49.0136,1.18412
"2, Rue du Jardin d'Ecosse 57245 Peltre France",49.0853,6.23922
"15, Rue Pierre Gilles de Gennes 76130 Mont-Saint-Aignan France",49.4752,1.08907
"169, Avenue Pierre Semard 84200 Carpentras France",44.0527,5.04275
"97110, Point à Pitre 81170 Saint-Marcel-Campes France",44.0797,1.99288
",   Pointe-à-Pitre Guadeloupe",16.2377,-61.534
",  97110 Pitre Guadeloupe",16.246,-61.5406
",   Pointe-à-Pitre Guadeloupe",16.2485,-61.5386
"1, Rue Max Barel 24750 Boulazac France",45.1773,0.755819
"21, Rue des Merisiers 68920 Wettolsheim France",48.0524,7.33508
"7, Rue Vaudetard 92130 Issy-les-Moulineaux France",48.8271,2.27681
"155, Avenue d'Eysines 33110 Le Bouscat France",44.8559,-0.601292
"5, Rue Mertens 92600 Bois-Colombes France",48.9141,2.27291
"5, Rue Mertens 92270 Bois-Colombes France",48.9144,2.27244
"70, Rue Anita Conti 56000 Vannes France",47.6704,-2.78927
"119, Rue Manin 75019 Paris France",48.8838,2.38936
"24, Rue du Palais 57000 Metz France",49.1188,6.1738
"19, Rue Alsace Lorraine 71100 Chalon-sur-Saône France",46.7883,4.83945
"67, Cours Emile Zola 69100 Villeurbanne France",45.7714,4.86907
"23, Avenue Faidherbe 02100 Saint-Quentin France",49.8439,3.28047
"7, Rue de Rouen 75019 Paris France",48.8875,2.37445
"210, Avenue du Général Leclerc 78220 Viroflay France",48.8008,2.16158
"134, Avenue Gambetta 75020 Paris France",48.8733,2.40517
"12, Quai du Commerce 69009 Lyon France",45.7834,4.81136
"25, Allée du Mazelin 91590 Baulne France",48.4908,2.35911
"10, Rue Furtado 33800 Bordeaux France",44.8253,-0.562352
"608, Chemin d'en Touzet 11400 Castelnaudary France",43.3051,1.93194
"5, Rue de Paris 94470 Boissy-Saint-Léger France",48.7511,2.51049
", Parc Saint-Jean 57130 Jouy-aux-Arches France",49.0783,6.09754
", Avenue de Lattre de Tassigny  Aix-en-Provence France",43.5382,5.43406
"122, Route du Péage 01800 Pérouges France",45.9006,5.18122
"3, Rue Charles Chaumet 33200 Bordeaux France",44.8495,-0.613441
"19, Avenue de la Fontenelle 88100 Saint-Dié-des-Vosges France",48.2953,6.9524
"10, Hameau de Keranscoet 29950 Clohars-Fouesnant France",47.887,-4.09793
"3, Esplanade Stéphane Hessel 14000 Caen France",49.1817,-0.347006
"3, Rue Hector Berlioz 38600 Fontaine France",45.2009,5.67805
"121, Boulevard Baron du Marais 42300 Roanne France",46.0409,4.0647
"6, Boulevard Jacquard 42190 Charlieu France",46.1593,4.17403
", Cours Jean de Vienne 14600 Honfleur France",49.4136,0.248331
"80, Avenue Jean Fourastié 11400 Castelnaudary France",43.3033,1.96318
", Rue du Mont de Cocagne 62330 Isbergues France",50.6253,2.45242
"25, Rue des Polytres 13013 Marseille France",43.3306,5.41616
"95, Rue du Faubourg Saint-Antoine 75011 Paris France",48.8516,2.37544
"199, Rue Colbert 59800 Lille France",50.6344,3.04116
"5, Avenue du Maréchal Foch 59700 Marcq-en-Barœul France",50.6669,3.10259
"18, Place du Maréchal Foch 59940 Estaires France",50.6441,2.72034
"4, Rue du Pacifique 76240 Belbeuf France",49.3973,1.1574
"17, Rue de la Vaucouleurs 78711 Mantes-la-Ville France",48.9778,1.73102
", Rue de l'Eminee 63000 Clermont-Ferrand France",45.7606,3.14325
"30 bis, Rue du Vieil Abreuvoir 78100 Saint-Germain-en-Laye France",48.8966,2.09551
"55, Boulevard de Charonne 75011 Paris France",48.8528,2.39695
"4, Rue de la Madeleine 70110 Courchaton France",47.5166,6.54094
"7, Avenue de l'Yser 32000 Auch France",43.6487,0.592824
", Pont Goubault 37800 Saint-Épain France",47.1333,0.607531
"670, 1ère Avenue 06600 Antibes France",43.6,7.0936
"20A, Rue de Turckheim 68000 Colmar France",48.0784,7.34532
"523, Rue Léopold le Hon 01000 Bourg-en-Bresse France",46.1939,5.23143
"112, Rue Lamartine 59290 Wasquehal France",50.6906,3.13696
"23, Rue d'Alsace-Lorraine 06000 Nice France",43.7036,7.2629
"16, Rue Neuve Sainte-Catherine 13007 Marseille France",43.2924,5.36991
"26, Rue Louis Guérin 69100 Villeurbanne France",45.7772,4.86011
"57, Avenue des Bonshommes 95290 L'Isle-Adam France",49.1079,2.22448
"12, Rue de la Haye 67300 Schiltigheim France",48.6128,7.70696
"15, Quai du Commerce 69009 Lyon France",45.7832,4.81106
", Avenue Georges Guynemer 06700 Saint-Laurent-du-Var France",43.6614,7.19687
"2, Rue Galabé 97424 Piton Saint-Leu Réunion",-21.2159,55.2981
"4, Avenue Médéric 92360 Meudon France",48.7894,2.23196
"464, Avenue du Repos 13360 Roquevaire France",43.3446,5.60335
"16, Route des Esserts 74140 Douvaine France",46.2984,6.30821
"58, Rue Pouchet 75017 Paris France",48.8948,2.32129
", Avenue du Président Wilson 44110 Châteaubriant France",47.7024,-1.39387
"5, Boulevard Gambetta 12000 Rodez France",44.3504,2.57313
"1, Route de Metz 57100 Thionville France",49.3508,6.16004
