address,latitude,longitude
"54, Avenue Pasteur 13760 Saint-Cannat France",43.6216,5.29431
"57, Boulevard de l'Embouchure 31200 Toulouse France",43.6137,1.42982
"15, Rue du Clos des Roseaux 63170 Pérignat-lès-Sarliève France",45.7266,3.14952
"1, Allée de Londres 91140 Villejust France",48.6849,2.20292
"11, Allée des Genêts 04200 Sisteron France",44.2305,5.91233
"19, Avenue Charles de Gaulle 71400 Autun France",46.9515,4.29738
"8, Impasse de l'Europe 89100 Maillot France",48.1788,3.29716
"55, Avenue Jean Mermoz 89000 Auxerre France",47.8148,3.5837
"41, Rue Monthyon 97471 Saint-Denis Réunion",-20.887,55.4569
", Rue Gustave Carriol 13116 Vernègues France",43.6927,5.20417
"58, Rue du Moulin du Président 89000 Auxerre France",47.8089,3.58141
"1, Rue du Bois de Trou 77700 Bailly-Romainvilliers France",48.8496,2.82134
"721, Rd 79 des Barthes 82700 Saint-Porquier France",44.0123,1.18165
"1, Rue Denis Poisson 75017 Paris France",48.8767,2.28728
"180, Avenue du Prado 13008 Marseille France",43.2778,5.38778
"44 ter, Boulevard Saint-Antoine 78150 Le Chesnay France",48.8175,2.12379
"170, Rue Pierre-Gilles de Gennes 83210 La Farlède France",43.1574,6.05153
"54, Rue de la Fontaine 13420 Gémenos France",43.2978,5.62405
"76, Avenue Jean Mermoz 93120 La Courneuve France",48.9318,2.40683
"46, Rue Rameau 59242 Templeuve France",50.5239,3.17655
"17, Rue Alfred Sauvy 31270 Cugnaux France",43.5367,1.35683
"2, Rue de l'Église 62860 Marquion France",50.211,3.08579
"1, Avenue des Marronniers 94130 Nogent-sur-Marne France",48.8332,2.47103
"15, Rue Godot de Mauroy 75009 Paris France",48.8712,2.32683
"7, Place de Boussu 59410 Anzin France",50.3691,3.50236
"3, Rue de Châtillon 92140 Clamart France",48.8015,2.26815
"23, Avenue Maréchal Foch 64100 Bayonne France",43.4939,-1.48256
"92, Rue de Miromesnil 75008 Paris France",48.8793,2.31571
"105, Rue des Mourettes 26000 Valence France",44.8937,4.89052
"59, Rue Victor Hugo 95480 Pierrelaye France",49.0231,2.1552
"12, Place de la Défense 92400 Courbevoie France",48.8911,2.24241
", Rue Aristide Berges 66330 Cabestany France",42.6907,2.92268
"10, Avenue Jean Baptiste Clément 92140 Clamart France",48.8001,2.2674
"44, Rue de Rennes 35830 Betton France",48.1761,-1.63976
", Place de la Défense  Paris France",48.8911,2.24182
"6, Rue de Porstrein 29200 Brest France",48.3822,-4.4876
"140 bis, Rue de Rennes 75006 Paris France",48.8456,2.32511
"10, Avenue de Saint-Etienne 42160 Andrézieux-Bouthéon France",45.5258,4.26481
"16, Rue Albert Einstein 77420 Champs-sur-Marne France",48.8353,2.58528
"17, Rue Joseph de Maistre 75018 Paris France",48.8863,2.33319
"8, Rue Louis Rège 13008 Marseille France",43.281,5.39003
"10, Place du Plenitre 61000 Alençon France",48.4299,0.0914219
"3, Rue de l'Aigle d'Or 78100 Saint-Germain-en-Laye France",48.8959,2.09478
"1, Rue Puits Gaillot 69001 Lyon France",45.7679,4.83445
"19, Place Saint-Aphrodise 34500 Béziers France",43.3471,3.21398
",  74100 Annemasse France",46.1933,6.23416
"4, Rue des Chauffours 95000 Cergy France",49.0406,2.07657
"22, Rue Aristide Briand 37300 Joué-lès-Tours France",47.3529,0.660227
"17B, Rue Alfred Sauvy 31270 Cugnaux France",43.5368,1.35622
"9, Rue Jean Baptiste Dantil 31240 Saint-Jean France",43.6541,1.5098
"140, Boulevard Haussmann 75008 Paris France",48.8755,2.31333
"42, Rue du Général Leclerc 94270 Le Kremlin-Bicêtre France",48.8131,2.35869
"6, Rue de la Grange Saint-Pierre 71850 Charnay-lès-Mâcon France",46.3097,4.81629
"46, Boulevard de Roux 13004 Marseille France",43.3072,5.40468
"123, Rue la Fayette 75010 Paris France",48.8784,2.35333
"44, Boulevard Denfert Rochereau 16100 Cognac France",45.6953,-0.32585
"40, Rue Colbert 92700 Colombes France",48.9112,2.23694
"13, Rue d'Aubuisson 31000 Toulouse France",43.6031,1.4528
"28, Avenue Maréchal Foch 06480 La Colle-sur-Loup France",43.6865,7.10588
"19, Quai de Rive Neuve 13007 Marseille France",43.2929,5.37025
"5, Rue François Cevert 33700 Mérignac France",44.8612,-0.647388
"11, Avenue de l'Opéra 75001 Paris France",48.8653,2.33434
"3, Avenue Paul Verlaine 38100 Grenoble France",45.1624,5.71372
"169, Rue Paul de Kock 93230 Romainville France",48.8921,2.43829
"136, Boulevard des Jardiniers 06200 Nice France",43.7092,7.19257
", Rue Paul Baudot 97100 Basse-Terre Guadeloupe",15.9977,-61.7316
"42, Route de Bischwiller 67300 Schiltigheim France",48.5999,7.74347
"11, Rue Quinette 02200 Soissons France",49.3847,3.32154
"26, Avenue du Port 83270 Saint-Cyr-sur-Mer France",43.1804,5.68689
"13, Rue de la Montjoie 93210 Saint-Denis France",48.9111,2.3625
"1, Rue de l'Aqueduc 94260 Fresnes France",48.759,2.32694
"1, Rue de Bretagne 68390 Sausheim France",47.7801,7.38939
"455, Promenade des Anglais 06200 Nice France",43.6695,7.21457
"14, Rue Henri Becquerel 63110 Beaumont France",45.7425,3.09309
"16, Rue de Quatrefages 17000 La Rochelle France",46.163,-1.18169
"110, Rue de Corbeil 91360 Épinay-sur-Orge France",48.6675,2.33266
"25, Rue Pasteur 95100 Argenteuil France",48.9543,2.26357
"137, Avenue Anatole France 94600 Choisy-le-Roi France",48.7555,2.4151
"295, Fonfillol 81370 Saint-Sulpice-la-Pointe France",43.7657,1.71342
"11, Rue Alexandre Dumas 91260 Juvisy-sur-Orge France",48.6972,2.37354
"25, Rue Pierre-Gilles de Gennes 85300 Challans France",46.8355,-1.88467
"15, Rue du Jeu de Mail 59140 Dunkerque France",51.0272,2.36984
"110, Route de Corbeil 91360 Villemoisson-sur-Orge France",48.6538,2.33761
"33, Rue Clément Perrot 94400 Vitry-sur-Seine France",48.7895,2.3902
"43, Rue de Talleyrand 51100 Reims France",49.2566,4.02812
"78, Chemin de l'Église de Lalande 31200 Toulouse France",43.6489,1.42685
"34, Boulevard du Président Wilson 06600 Antibes France",43.5777,7.11838
"210, Rue Jean Voillot 69100 Villeurbanne France",45.7498,4.91371
"65, Boulevard Sainte-Barbe 59140 Dunkerque France",51.0347,2.38215
", Rue de Lille 59130 Lambersart France",50.6515,3.04072
"47, Boulevard de la Reine 78000 Versailles France",48.8095,2.12854
", Chemin Thomas Payet  La Plaine des Cafres Réunion",-21.1956,55.5321
"29, Résidence de la Gaillarderie 78590 Noisy-le-Roi France",48.8404,2.07147
"18, Rue Albert Joly 78000 Versailles France",48.8103,2.13801
"36, Avenue Madeleine 95320 Saint-Leu-la-Forêt France",49.0087,2.24521
"61, Rue des Entrepreneurs 75015 Paris France",48.8455,2.28867
"20, Rue Carnot 89200 Avallon France",47.4924,3.90888
"333, Rue de Vaugirard 75015 Paris France",48.8375,2.29737
"8, Villa des Hortensias 92350 Le Plessis-Robinson France",48.7801,2.26195
"13, Rue de Bordeaux 94700 Maisons-Alfort France",48.8085,2.44973
"7, Rue Bernard Jugault 92600 Asnières-sur-Seine France",48.9091,2.28444
"21, Rue Jean Bart 92400 Courbevoie France",48.9007,2.25116
"7, Rue Mathurin Méheut 29700 Pluguffan France",47.9846,-4.18683
"67, Avenue du 11 Novembre 06600 Antibes France",43.5911,7.12419
"15, Rue Auber 75009 Paris France",48.8727,2.32848
"33, Avenue Paul Doumer 75116 Paris France",48.8607,2.28282
"90, Rue de Miromesnil 75008 Paris France",48.879,2.31573
"22, Rue Condorcet 13016 Marseille France",43.3566,5.34417
"14, Rue Dupleix 78500 Sartrouville France",48.9469,2.19962
", Rue Professeur Raymond Garcin 97200 Fort-de-France Martinique",14.6233,-61.078
"1, Avenue Joseph Kessel 78180 Montigny-le-Bretonneux France",48.7742,2.03671
", Boulevard d'Haussonville  Nancy France",48.6725,6.16527
", Beauregard 57590 Juville France",48.9279,6.34437
"38, Rue de Courcelles 75008 Paris France",48.876,2.30907
"78, Rue Saint-Fuscien 80000 Amiens France",49.8833,2.30418
"35760, Centre Performance Alphasis 35760 Saint-Grégoire France",48.1537,-1.69809
"6, Rue Katia Krafft 67190 Mutzig France",48.5286,7.46345
"19, Rue Gardenat Lapostol 92150 Suresnes France",48.8731,2.22319
"1, Rue de Leichlingen 78160 Marly-le-Roi France",48.8741,2.08135
"4, Chemin de la Chapelle Saint-Antoine 95300 Ennery France",49.0662,2.10883
"65, Boulevard de la Croisette 06400 Cannes France",43.5489,7.02909
"10, Avenue des Canuts 69120 Vaulx-en-Velin France",45.7609,4.92265
"33, Avenue du Maine 75015 Paris France",48.8421,2.32197
"10, Avenue de Messine 75008 Paris France",48.8759,2.31454
"84, Avenue Eugène Varlin 77270 Villeparisis France",48.9456,2.59916
"20, Rue Fernand Pelloutier 38130 Échirolles France",45.1519,5.71508
"193, Avenue Pierre Brossolette 94170 Le Perreux-sur-Marne France",48.8345,2.51373
", Zone d'aménagement concerté du Beau Pré 62131 Verquin France",50.5013,2.65013
", Route de Jean Moulin 13300 Salon-de-Provence France",43.6745,5.09256
"1627, Route du Linga 74390 Châtel France",46.2562,6.82982
"20, Place du Marché 91490 Milly-la-Forêt France",48.4024,2.47003
"66, Rue de Migneaux 78300 Poissy France",48.92,2.01171
"52, Boulevard de Sébastopol 75001 Paris France",48.8628,2.35083
"174, Boulevard Baille 13005 Marseille France",43.2886,5.39419
",  29410 Guiclan France",48.5435,-4.01698
"1, Rue des Déchargeurs 75001 Paris France",48.8596,2.34584
"89, Boulevard du Montparnasse 75006 Paris France",48.8433,2.32645
"126, Rue de Nantes 44160 Pontchâteau France",47.434,-2.08635
"6, Boulevard Henri Chapu 77000 Melun France",48.5345,2.65777
"22, Boulevard Chevalier de Clerville 34200 Sète France",43.4075,3.68192
"20, Rue Callisto 25300 Doubs France",46.9269,6.34626
"67, Rue Aristide Briand 77124 Villenoy France",48.9486,2.86893
"33, Avenue Michelet 94210 Saint-Maur-des-Fossés France",48.7917,2.50954
"66, Avenue des Champs-Élysées 75008 Paris France",48.8709,2.30543
",    ",0.0,0.0
",  43320 Sanssac-l'Église France",45.0521,3.77919
"22, Rue Pierre et Marie Curie 62200 Boulogne-sur-Mer France",50.7323,1.60784
"6, Rue Desazard de Montgaillhard 25260 Montenois France",47.4938,6.66383
", Allée Robert Jondet 83520 Roquebrune-sur-Argens France",43.4275,6.66886
"121, Rue de Lannoy 59100 Roubaix France",50.6874,3.18436
"7, Le Buisson 88240 Le Clerjus France",47.9696,6.34735
"29, Rue de l'Avenir 38150 Chanas France",45.3142,4.81289
"27, Boulevard Saint-Martin 75010 Paris France",48.8683,2.35894
", Rue du Gorge Bleu 44350 Guérande France",47.3371,-2.42136
"31, Rue Girard de Vasson 37100 Tours France",47.4083,0.68567
"43, Rue du Château 77400 Dampmart France",48.886,2.73945
"12, Rue Paul Vaillant Couturier 92300 Levallois-Perret France",48.8947,2.2805
"54, Rue Montoise 72100 Le Mans France",48.0096,0.189277
"12, Rue Georges Bizet 66350 Toulouges France",42.6696,2.82661
"168, Route de Mâcon 71300 Gourdon France",46.6619,4.39548
"4, Allée des esquirols 07400 Le Teil France",44.5581,4.67711
"2, Rue de l'Abbé Grégoire 91700 Sainte-Geneviève-des-Bois France",48.6424,2.34996
"1, Lotissement le Guirail 64570 Aramits France",43.1229,-0.727106
"29, Rue Thomas Barreau 45700 Montargis France",47.9917,2.72134
"63, Rue de Cléry 75002 Paris France",48.869,2.34956
"2, Rue Flandres Dunkerque 11700 Capendu France",43.1845,2.56024
"5, Rue Pasteur 38610 Gières France",45.1834,5.78967
"61, Route de Peyrilhac-Senon 87510 Saint-Gence France",45.9334,1.13254
"9, Rue de Moscou 95520 Osny France",49.0703,2.0674
"60, Avenue Jacques Duclos 95270 Saint-Martin-du-Tertre France",49.1051,2.33987
"2, Impasse du Mercadel Bas 81710 Saix France",43.5852,2.15789
"19, Rue de la Gobeline 78660 Boinville-le-Gaillard France",48.4962,1.85902
"353, Rue de Cormery 37550 Saint-Avertin France",47.3422,0.73719
"10, Rue Michelet 47190 Aiguillon France",44.298,0.339488
"5, Rue Dampierre 75019 Paris France",48.8942,2.38375
"98, Rue Emmanuel Chabrier 83220 Le Pradet France",43.1081,6.02395
"19, Rue de Provence 30650 Saze France",43.9407,4.67998
",  56390 Grand-Champ France",47.7292,-2.86853
"7, Rue de la Truche 90120 Méziré France",47.5248,6.92011
"68, Rue André Karman 93300 Aubervilliers France",48.9064,2.3844
"39, Rue de Presles 93300 Aubervilliers France",48.9084,2.39382
"37, Rue des Fauvettes 31700 Beauzelle France",43.6628,1.37836
"8, Boulevard Roy 93320 Les Pavillons-sous-Bois France",48.9091,2.51733
"9, Rue Pachot Lainé 93190 Livry-Gargan France",48.9223,2.54092
"3, Rue Neuve 30350 Cardet France",44.0262,4.08142
",  72130 Saint-Ouen-de-Mimbré France",48.2923,0.050005
",  34110 Frontignan France",43.4448,3.756
"3, Impasse Jean Philippe Rameau 21800 Chevigny-Saint-Sauveur France",47.297,5.132
"3, Place de l'Europe 45400 Fleury-les-Aubrais France",47.9265,1.9135
"7, Rue des Fauvettes 31700 Beauzelle France",43.663,1.37748
"290, Avenue Napoléon Bonaparte 92500 Rueil-Malmaison France",48.8739,2.16248
"106, Avenue Beaurepaire 94100 Saint-Maur-des-Fossés France",48.7871,2.48135
"2, Rue Jean Mallard 83200 Toulon France",43.1299,5.91976
"272, Rue du Faubourg Saint-Martin 75010 Paris France",48.8835,2.36836
"261, Rue du Faubourg Saint-Antoine 75011 Paris France",48.8499,2.38718
"101, Boulevard Poniatowski 75012 Paris France",48.8346,2.40455
"3, Passage des Azalées 45100 Orléans France",47.8875,1.91109
"6, Avenue du Maréchal Joffre 92000 Nanterre France",48.887,2.19935
"4, Route du Pont du Roy 37310 Chédigny France",47.213,0.997202
"11, Rue Jean-Baptiste Clément 93500 Le Pré-Saint-Gervais France",48.8889,2.4007
"19, Rue Erard 75012 Paris France",48.8461,2.38536
"58, Rue Cosserat 80000 Amiens France",49.9022,2.31362
"5, Le Bourg Nord 33660 Puynormand France",44.9834,-0.0014607
"54, Avenue du Mas Viel 34290 Servian France",43.4202,3.31287
"1, Rue du Terme Boréal 77127 Lieusaint France",48.629,2.55377
"565, Avenue des Oliviers 13340 Rognac France",43.5119,5.21914
"9, Rue James Watt 93200 Saint-Denis France",48.9229,2.34138
"6, Allée des Fauvettes 59147 Chemy France",50.5318,2.98953
"9, Rue de la Plaine 85180 Le Château-d'Olonne France",46.4965,-1.76326
"2, Rue Bossuet 37100 Tours France",47.4229,0.694606
"1, Avenue du 1 Février 1954 94420 Le Plessis-Trévise France",48.8031,2.58811
"2, Ruelle des Auches 51240 Nuisement-sur-Coole France",48.8746,4.30791
"28, Avenue Abbé Lanfranchi 13011 Marseille France",43.2865,5.45503
"28, Rue des Talus 59239 Thumeries France",50.4747,3.06757
"85, Avenue Lamartine 94170 Le Perreux-sur-Marne France",48.8533,2.50017
"20, Rue du Mont Minette 62650 Parenty France",50.5885,1.78901
"7, Rue du Pas Saint-Christophe 95800 Cergy France",49.0469,2.0466
"11 TER, Rue Bergeret 95290 L'Isle-Adam France",49.1126,2.22023
"34, Rue Charles de Gaulle 94140 Alfortville France",48.8143,2.41578
"19, Rue de l'Ermitage 83390 Pierrefeu-du-Var France",43.2261,6.14182
"198, Rue de la Liberté 83480 Puget-sur-Argens France",43.4559,6.68184
"31, Rue du Grenache 66380 Pia France",42.7462,2.91061
"49, Rue du Puits de Chiard 45490 Corbeilles France",48.0754,2.55303
"11, Rue des Cornouillers 95160 Montmorency France",48.9934,2.31621
"101, Rue de Constantine 59100 Roubaix France",50.7051,3.18695
"1, Rue Champeau 21800 Quetigny France",47.3161,5.09369
"15, Sentier des Echalots 93380 Pierrefitte-sur-Seine France",48.9627,2.35553
"13, Chemin des Maraîchers 81500 Lavaur France",43.6999,1.80502
"81, Rue de la Fraternité 93170 Montreuil France",48.8582,2.42358
"51, Rue du Maréchal Leclerc 94410 Saint-Maurice France",48.818,2.42611
"6, Rue Nicéphore Niépce 38130 Échirolles France",45.1395,5.71647
"256, Route d'Avignon 30000 Nîmes France",43.8465,4.3878
"1, Chemin du Moulin 64230 Artiguelouve France",43.3239,-0.476718
"278, Chemin du Puits Germain 13119 Saint-Savournin France",43.4023,5.53364
"61, Rue Camille Pelletan 33150 Cenon France",44.8561,-0.519767
"24, Avenue Robert Schuman 13100 Aix-en-Provence France",43.517,5.44626
"13, Rue de la Libération 16400 La Couronne France",45.6078,0.100798
"114, Avenue de la République 95550 Bessancourt France",49.0434,2.20687
"34, Route de Bry 94350 Villiers-sur-Marne France",48.8307,2.53656
"39, Rue du Mont Charvin 74230 Thônes France",45.8759,6.32148
"5, Rue des Grouettes 95130 Franconville France",48.9967,2.2184
"4, Allée Simone Garaix 26200 Montélimar France",44.5538,4.72311
"17, Rue des Frères Lumière 14120 Mondeville France",49.1571,-0.310589
"59, Rue de Messei 61100 Flers France",48.7474,-0.565295
"13, Avenue Gabriel 78170 La Celle-Saint-Cloud France",48.848,2.14855
"29, Chemin des Montarmots 25000 Besançon France",47.2616,6.02664
"504, Avenue du Général de Gaulle 92140 Clamart France",48.7787,2.23466
"17, Rue de l'Ellipse 91350 Grigny France",48.6516,2.37388
"3, Rue Saint-Gabriel 13014 Marseille France",43.3217,5.38144
"15, Impasse Paul Marietton 13200 Arles France",43.6641,4.65011
"23, Rue Jean Piestre 91100 Corbeil-Essonnes France",48.5931,2.46654
"43, Route de Mardyck 59380 Spycker France",50.9815,2.30407
"51, Avenue des Alliés 77320 La Ferté-Gaucher France",48.7788,3.30998
"11, Rue Edwin Aldrin 76120 Le Grand-Quevilly France",49.4121,1.04925
"63, Chemin de Campagne 62150 Houdain France",50.4555,2.52725
"189, Rue Oscar Loriau 59690 Vieux-Condé France",50.4787,3.57035
"41, Rue Professeur Calmette 33150 Cenon France",44.8522,-0.517753
"3, Boulevard de Strasbourg 31000 Toulouse France",43.6059,1.44808
"8, Rue des Primevères 45270 Villemoutiers France",47.9912,2.55709
"35, Rue le Marois 75016 Paris France",48.8384,2.26056
"159, Montée de Chervinges 69400 Gleize France",45.9817,4.69244
"3, Rue d'Issenheim 68190 Raedersheim France",47.8874,7.27631
"3, Rue d'Issenheim 68500 Bergholtz France",47.9181,7.24725
"57, Rue Martyrs de Libération 62190 Lillers France",50.5674,2.4728
"100, Avenue du Général Leclerc 93500 Pantin France",48.8972,2.40531
"1, Rue Pierre et Marie Curie 92360 Meudon France",48.7889,2.22874
"55, Rue de Lixheim 57400 Hilbesheim France",48.7774,7.10323
"201, Rue de Picardie 60310 Canny-sur-Matz France",49.6059,2.8042
"9, Boulevard Aillaud 13005 Marseille France",43.292,5.41053
"11, Rue Maraldi 06300 Nice France",43.7064,7.28406
"14, Avenue Ingres 89000 Auxerre France",47.7991,3.54763
"14, Rue Gilles de Roberval 33510 Andernos-les-Bains France",44.7647,-1.07692
"210, Rue Michel Creminesi 38140 Renage France",45.3352,5.48808
"1, Allée Denis Diderot 78260 Achères France",48.9567,2.06104
"6, Boulevard Germain Clairin 13220 Châteauneuf-les-Martigues France",43.3829,5.16486
"27, Impasse de la Forêt 27910 Perruel France",49.4253,1.38228
"7, Montée Commandant de Robien 13011 Marseille France",43.2899,5.48416
"47, Rue Jules Breton 59000 Lille France",50.6069,3.04633
"29, Traverse Santi 13015 Marseille France",43.3441,5.35019
"9, Rue de Rugby 27000 Évreux France",49.0089,1.15976
"11, Rue des Trois Doms 80500 Rubescourt France",49.6073,2.56969
"14, Rue Jeanne d'Arc 59167 Lallaing France",50.3883,3.17006
"11, Rue Pierre Brossolette 80470 Ailly-sur-Somme France",49.9283,2.19892
"102, Avenue de la Gironde 59640 Dunkerque France",51.0043,2.33502
"611, Rue des Pommiers 76680 Saint-Hellier France",49.7321,1.19157
"194, Rue de Rosny 93100 Montreuil France",48.8674,2.4586
"40, Avenue Louis Pierre Laroque 93150 Le Blanc-Mesnil France",48.922,2.47235
"5, Allée des Grandes Maisons 94250 Gentilly France",48.8061,2.34387
"19, Rue de Dreux 27220 Saint-André-de-l'Eure France",48.9046,1.27699
"50, Avenue Maurouard 93190 Livry-Gargan France",48.9311,2.54533
"25, Rue Michal 75013 Paris France",48.8267,2.34916
"5, Rue Côte Louis 57700 Neufchef France",49.3206,6.02681
"35, Route d'Oussoy 45700 Lombreuil France",47.938,2.63163
"5, Rue du Presbytère 77930 Chailly-en-Bière France",48.4661,2.60883
"158, Rue Diderot 93500 Pantin France",48.9019,2.40704
"11, Rue des Tournelles 77500 Chelles France",48.8767,2.59317
"36, Rue Consolat 13001 Marseille France",43.3,5.38719
"109, Boulevard du Général Leclerc 92110 Clichy France",48.9086,2.30748
"23, La Mare Vernier 27260 Asnieres France",49.2256,0.411863
"159, Rue Camille Pelletan 33150 Cenon France",44.8534,-0.520531
"22, Chemin des Jardins 91250 Saintry-sur-Seine France",48.5944,2.49453
"27, Rue Centrale 13013 Marseille France",43.3515,5.43929
"27, Rue Centrale 13011 Marseille France",43.2985,5.48403
"4, Avenue de Verdun 74100 Annemasse France",46.1879,6.24311
"20, Rue Berthe Morisot 95220 Herblay France",49.0036,2.19197
"12, Rue Jacob Courant 78300 Poissy France",48.9308,2.03626
"75, Boulevard de Magenta 75010 Paris France",48.8755,2.35651
"87, Rue du Charolais 75012 Paris France",48.8437,2.38096
"109, Rue Victor Hugo 62950 Noyelles-Godault France",50.4159,2.9926
"3, Rue de Canapé 29720 Plonéour-Lanvern France",47.8711,-4.23845
"30, Impasse du Guetteur 77500 Chelles France",48.8911,2.60282
"18, Cité des Glycines 29510 Briec France",48.0994,-4.00285
"19, Rue Georges Clemenceau 29400 Landivisiau France",48.5096,-4.06921
"6, Avenue du 8 Mai 1945 83340 Le Cannet-des-Maures France",43.3899,6.34248
"21, Rue Carmen 30000 Nîmes France",43.8393,4.3921
"1, Rue Schyller 33140 Villenave-d'Ornon France",44.7834,-0.583799
"7, Avenue des Bois 95130 Franconville France",48.9818,2.22934
"1, Boulevard de l'Europe 28100 Dreux France",48.7388,1.3508
"291, Chemin des Maladiéres 74330 Poisy France",45.9154,6.06446
"1, Rue Monge 93160 Noisy-le-Grand France",48.8425,2.5454
"9, Rue Jacques Chaban Delmas 93000 Bobigny France",48.9095,2.45323
"120, Rue Pascal d'Oriano 83000 Toulon France",43.1127,5.95125
"79, Chemin du Pré de la Fin 74500 Maxilly-sur-Léman France",46.3961,6.62953
"39, Boulevard Colonel Fabien 92240 Malakoff France",48.8127,2.27995
"7, Avenue de Montalembert 93600 Aulnay-sous-Bois France",48.9234,2.49107
"85, Rue Jules Guesde 94490 Ormesson-sur-Marne France",48.7887,2.53456
"120, Avenue du Maréchal Leclerc 33130 Bègles France",44.8099,-0.542149
"411, Rue des Rives de L'Ain 01160 Varambon France",46.0401,5.31701
"5, Rue de la Poterie 89460 Deux Rivières France",47.6618,3.7079
"145, Avenue Cyrille Besset 06100 Nice France",43.7237,7.24748
"57, Rue de Montreuil 75011 Paris France",48.8507,2.38941
"92, Rue de Dole 25000 Besançon France",47.2314,5.996
"12, Rue Saint-Mennevieux 76220 Molagnies France",49.5151,1.71506
"15, Rue nationale 36800 Le Pont-Chrétien-Chabenet France",46.6307,1.47841
"2, Petit Chemin de l'Armurie 31770 Colomiers France",43.5945,1.35126
"9, Rue des Jardins 64700 Hendaye France",43.359,-1.775
"16, Rue du Régal 11000 Carcassonne France",43.212,2.28251
"6, Allée des Lilas 95110 Sannois France",48.9722,2.27147
"22, Rue Merle 06400 Cannes France",43.5549,7.02286
"69, Allée Francisco Ferrer 59760 Grande-Synthe France",51.0054,2.29641
"115, Avenue de la République 92120 Montrouge France",48.8131,2.31647
"450, Le Grand Mail 34000 Montpellier France",43.6246,3.81654
"10, Avenue du Maréchal Foch 91660 Méréville France",48.3135,2.09546
"9, Rue des Vignes 51360 Beaumont-sur-Vesle France",49.1745,4.1846
"5, Rue du Général Gallieni 17000 La Rochelle France",46.161,-1.14837
"2, Rue d'Iverny 77410 Villeroy France",48.9851,2.78074
"1, Rue d'Audincthun 62560 Dennebrœucq France",50.5741,2.1515
"44, Avenue de la Division Leclerc 93350 Le Bourget France",48.9338,2.42511
"12, Rue de la Coopération 42300 Roanne France",46.0294,4.06467
"12, Place du 11 Novembre 33850 Léognan France",44.7295,-0.589913
"16, Avenue de la République 94200 Ivry-sur-Seine France",48.8051,2.39409
"2, Rue du Ratelot 70100 Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur France",47.5044,5.67711
"5, Rue de la Concorde 78000 Versailles France",48.803,2.15823
"15, Route nationale 36300  France",46.6297,1.24633
"1093, Avenue de Maurin 34070 Montpellier France",43.5956,3.87466
"5, Avenue de l'Orme À Martin 91080 Courcouronnes France",48.6309,2.41323
"5, Rue des Cerisiers 91090 Lisses France",48.5973,2.43571
"78, Rue Olivier de Serres 75015 Paris France",48.8332,2.29422
"131, Boulevard Marx Dormoy 93390 Clichy-sous-Bois France",48.9038,2.52199
"6, Avenue Anatole France 94600 Choisy-le-Roi France",48.7644,2.40767
"16, Rue Salvador Allende 93240 Stains France",48.946,2.3839
"55, Rue de Montreuil 75011 Paris France",48.8506,2.38938
"13, Rue de la Chaume Blanche 36160 Pouligny-Notre-Dame France",46.4816,2.00356
"9, Passage du Chemin Vert 75011 Paris France",48.8595,2.37438
"3, Rue Raymond Vidal 78100 Saint-Germain-en-Laye France",48.8966,2.08044
"837, Allée de Paris 83500 La Seyne-sur-Mer France",43.1108,5.8501
"113, Rue des Mineurs 30410 Meyrannes France",44.263,4.1599
"295, Chemin du Cavin 38320 Brié-et-Angonnes France",45.1337,5.77839
"1, Rue Alfred Binet 06000 Nice France",43.7099,7.26008
"45, Rue d'Ulm 75005 Paris France",48.8418,2.34404
"78, Chemin de l'Église de Lalande 31200 Toulouse France",43.6489,1.42685
"67, Avenue du 11 Novembre 06600 Antibes France",43.5911,7.12419

